# time_tab [s], mv_ex [kg m/s], mv_ey [kg m/s], mv_ez [kg m/s], , Mv_ix [kg m/s], Mv_iy [kg m/s], Mv_iz [kg m/s]
0.000000000000000000e+00 -1.011395223887062640e-17 -2.197640549566046926e-17 -2.764313049478403187e-17 2.568670311733258882e-16 -1.329237406183065107e-15 6.667490434204241807e-16
2.500000000000000052e-09 -1.037812353853948710e-17 -2.445669771262403163e-17 -2.263475978067320301e-17 2.584492819164123084e-16 -1.326218693616701756e-15 6.646154040039668455e-16
5.000000000000000105e-09 -7.951622544571869810e-18 -2.963772300363248277e-17 -2.234776143004796583e-17 2.587929200868592826e-16 -1.326340836255901488e-15 6.633574788936831802e-16
7.500000000000000984e-09 -4.977360625461610312e-18 -2.695340064743915161e-17 -2.141199049579060949e-17 2.602736111079181910e-16 -1.327064080873661843e-15 6.636091504557807615e-16
1.000000000000000021e-08 5.975471052846183971e-19 -3.197330230113196401e-17 -2.323036155253640947e-17 2.593824254390880100e-16 -1.328128737831325503e-15 6.637888001111127383e-16
1.249999999999999943e-08 1.552849263755032650e-18 -3.645781216833295219e-17 -2.939397125762890887e-17 2.598158775818123722e-16 -1.324060794096155043e-15 6.645745254989415489e-16
1.500000000000000197e-08 2.468018060476779418e-18 -3.162347628044379337e-17 -2.688015206070884170e-17 2.605428628233050443e-16 -1.322011433891038762e-15 6.637714736167226078e-16
1.750000000000000119e-08 7.452111820084894828e-18 -4.112664810495095393e-17 -2.445948540892470047e-17 2.596786945486475626e-16 -1.321417829263964061e-15 6.611204232252418423e-16
2.000000000000000042e-08 1.272690169429363804e-17 -4.094910210915942527e-17 -2.711901909339683585e-17 2.607232260278770678e-16 -1.325087717472877206e-15 6.609970354116457975e-16
2.249999999999999964e-08 2.011314915194585204e-18 -4.720522357034413116e-17 -2.602004595913568094e-17 2.581722610510719589e-16 -1.321591624990063062e-15 6.642240705205324621e-16
2.499999999999999887e-08 3.557352829480315785e-18 -4.195165510058757426e-17 -2.807820182342585966e-17 2.578776505853310846e-16 -1.322363396384551306e-15 6.634388117326793417e-16
2.750000000000000140e-08 1.737864546491852301e-17 -3.981915406848038276e-17 -3.489501471612680856e-17 2.577777015717311907e-16 -1.322715396894792584e-15 6.655780626791140375e-16
3.000000000000000394e-08 1.375008020678116267e-17 -4.398256174577157638e-17 -3.905729075296427780e-17 2.590721576586827171e-16 -1.321759774048248632e-15 6.657630956359619418e-16
3.249999999999999985e-08 1.710136715010796564e-17 -3.998508830109513397e-17 -3.849820430793180367e-17 2.564138994308941452e-16 -1.321206674713623605e-15 6.662050297893215211e-16
3.500000000000000239e-08 1.623864861787673429e-17 -4.632394788875875032e-17 -3.741179253637992123e-17 2.546895262854986811e-16 -1.320855155458344372e-15 6.659395447739740085e-16
3.749999999999999830e-08 2.646757289496313825e-17 -4.373089816178651537e-17 -3.567172061672353678e-17 2.551620171052716739e-16 -1.321198789109915099e-15 6.663853846912442888e-16
4.000000000000000084e-08 1.716384236942484903e-17 -4.382074930064409437e-17 -3.562682254283755495e-17 2.513621637195606789e-16 -1.321644082828674133e-15 6.658699765981057941e-16
4.250000000000000337e-08 1.569452102248594673e-17 -4.466475147464111207e-17 -3.266998280403160234e-17 2.533710735681769460e-16 -1.319427852490901295e-15 6.673637488078450766e-16
4.499999999999999929e-08 8.970280710355612345e-18 -4.775877575771335823e-17 -3.697839742040226225e-17 2.577039973048993121e-16 -1.320215261242765405e-15 6.668399691752601331e-16
4.750000000000000182e-08 1.267320481788375050e-17 -4.216416047880673814e-17 -3.462375696114935849e-17 2.571331511287262672e-16 -1.318236923373228456e-15 6.678223008719078948e-16
4.999999999999999774e-08 6.652123740224861472e-18 -3.986562943201304149e-17 -3.618684148840975636e-17 2.569361408906799167e-16 -1.317657138890731918e-15 6.712783101053583322e-16
5.250000000000000027e-08 1.073567248542366792e-17 -4.247909482849790913e-17 -3.351865105331159387e-17 2.565148355203737904e-16 -1.318852669071835366e-15 6.733597315976705343e-16
5.500000000000000281e-08 6.925588835368458000e-18 -4.601754689261768410e-17 -2.926430789014743802e-17 2.574888312205584119e-16 -1.318078718736020740e-15 6.712727432806738691e-16
5.749999999999999872e-08 1.198269937971497879e-17 -4.368663586209277639e-17 -2.633416039876639647e-17 2.590202891598702982e-16 -1.317631346778049516e-15 6.710367029955400920e-16
6.000000000000000787e-08 5.919389232777763319e-18 -4.571130096404982346e-17 -2.468932723561855362e-17 2.592425442838969029e-16 -1.320264730677409075e-15 6.684949799195656049e-16
6.249999999999999717e-08 7.050289252584498996e-18 -5.161360360175332078e-17 -2.581036015611742557e-17 2.580154533318386687e-16 -1.319452824273032586e-15 6.695092666919435851e-16
6.499999999999999971e-08 8.862125579566859656e-18 -4.780439713557318638e-17 -3.159760832865836849e-17 2.547926532264676384e-16 -1.320658548001415682e-15 6.699035264116342028e-16
6.750000000000000224e-08 1.069826641093252830e-17 -4.955295997026393361e-17 -3.931823007819079751e-17 2.520668559782984521e-16 -1.323465403857524528e-15 6.705536757378164266e-16
7.000000000000000477e-08 1.129798785093372101e-17 -4.445194811351547381e-17 -4.006950478055101868e-17 2.517719145449878374e-16 -1.322593911701717084e-15 6.713973577994750745e-16
7.250000000000000731e-08 5.659216280437133430e-18 -3.480686250303754883e-17 -4.317207140495464472e-17 2.523411834866546706e-16 -1.320269967804639800e-15 6.691144093849038874e-16
7.499999999999999661e-08 8.642546601847852840e-18 -3.130758449170314654e-17 -3.877768205683173292e-17 2.529045162394612649e-16 -1.318271002734626401e-15 6.685039148570505166e-16
7.749999999999999914e-08 8.710492111448146357e-18 -3.097077099464794122e-17 -3.817180625219551794e-17 2.518967469366872021e-16 -1.320005143994987867e-15 6.696976933120734698e-16
8.000000000000000167e-08 5.053950564451900143e-18 -2.661255428437594134e-17 -3.909099696328597528e-17 2.470889897758756161e-16 -1.319777268994638210e-15 6.729720883928010077e-16
8.250000000000000421e-08 3.179905972455759468e-18 -3.640257907753158573e-17 -4.726546499789420234e-17 2.465971613799715611e-16 -1.318568738087279212e-15 6.732138961696320701e-16
8.500000000000000674e-08 -4.816495769726184055e-18 -3.603585340077191518e-17 -5.033297155155703622e-17 2.455894971708690913e-16 -1.319275252752875357e-15 6.728082677944440067e-16
8.749999999999999604e-08 -2.397793438394126929e-18 -3.931960170872526770e-17 -5.188587921267519760e-17 2.485441566464509056e-16 -1.318800083752969901e-15 6.761205478066387434e-16
8.999999999999999857e-08 2.219395078111404507e-18 -4.173418614419898644e-17 -5.025459616867069766e-17 2.488985974641398305e-16 -1.319002432246654255e-15 6.755221442700590055e-16
9.250000000000000111e-08 2.823162270975078909e-18 -4.057491018526486126e-17 -5.812487410316583471e-17 2.468674367146684328e-16 -1.318832714253532558e-15 6.763160521646957901e-16
9.500000000000000364e-08 -4.853365787938584363e-19 -3.762589230363845141e-17 -6.357728395024279869e-17 2.495457688057250898e-16 -1.320848100961084922e-15 6.755847571938762702e-16
9.750000000000000618e-08 8.874582489049474161e-18 -3.512864530677586577e-17 -6.866339267817830776e-17 2.503902707113569117e-16 -1.319360714121892179e-15 6.754277233837344730e-16
9.999999999999999547e-08 8.220097538969675128e-18 -2.735155181786256536e-17 -7.256581389716252272e-17 2.490689711317685944e-16 -1.318242646706306548e-15 6.760999032994151730e-16
1.024999999999999980e-07 7.397793003195719807e-18 -3.133227947849277443e-17 -7.404456701536584906e-17 2.508675372824477144e-16 -1.318759963981468713e-15 6.771000567340424753e-16
1.050000000000000005e-07 3.626404827542855892e-18 -2.873874316698779131e-17 -7.584849717123908868e-17 2.512306628744768777e-16 -1.319810244000138128e-15 6.807722778905650346e-16
1.075000000000000031e-07 7.060853875871636511e-18 -3.042161078296881962e-17 -7.490711016899848139e-17 2.498953318926264366e-16 -1.320610666346529413e-15 6.806125518411713406e-16
1.100000000000000056e-07 8.488749249596748378e-18 -4.012140933047766850e-17 -7.674078590523247996e-17 2.492415301577217963e-16 -1.317099076404412041e-15 6.800859803956272602e-16
1.125000000000000081e-07 1.217497039891793827e-17 -4.180063706653699814e-17 -8.013488960295214597e-17 2.493850599981479495e-16 -1.317002422810284494e-15 6.836055258825206804e-16
1.149999999999999974e-07 1.364674282453513772e-17 -3.586814175670199302e-17 -7.508993067193253118e-17 2.483350647659024295e-16 -1.319477090278112939e-15 6.833511074481532496e-16
1.175000000000000000e-07 1.389525153834163377e-17 -3.760741337970721787e-17 -7.912990030320166857e-17 2.472065973113440121e-16 -1.319991954725453549e-15 6.824073096401176816e-16
